Level,Level,Title,Author,DRA,Genre,,,
K,2|3,Endangered Animals,Faith McNulty,18,Science, Nonfiction,,
K,2|3,Frog and Toad All Year,Arnold Lobel,18,Early Chapter Book,,,
K,2|3,One Nosy Pup,Carol Wallace,18,Humor, Silliness,,
K,2|3,The Principal from the Black Lagoon,Mike Thaler,18,Humor, Silliness,,
K,2|3,Ruby the Copycat,Peggy Rathmann,18,Picture Book,,,
L,2|3,Antarctica,Allan Fowler,24,Beginning Reader,,,
L,2|3,Bats,Carolyn MacLulich,24,Science, Nonfiction,,
L,2|3,Chomp!,Melvin & Gilda Berger,24,Early Chapter Book,,,
L,2|3,Flies Are Fascinating,Allan Fowler,24,Science, Nonfiction,,
L,2|3,The Grapes of Math,Greg Tang,24,Math, Geometry,,
L,2|3,In 1492,Jean Marzollo,24,Poetry,,,
L,2|3,Japan,Henry Pluckrose,24,Social Studies, Nonfiction,,
L,2|3,Solar System,Gregory L. Vogt,24,Science, Nonfiction,,
L,2|3,Tell Me Why Planes Have Wings,Shirley Willis,24,Science, Nonfiction,,
L,2|3,Tyrannosaurus Rex,Elaine Landau,24,Science, Nonfiction,,
L,2|3,Alligator Baby,Robert Munsch,24,Fantasy,,,
L,2|3,Amelia Bedelia Under Construction,Herman Parish,24,Realistic Fiction,,,
L,2|3,Anansi the Spider,Gerald McDermott,24,Tales, Pourquoi Tale,,
L,2|3,Cam Jansen and the Secret Service Mystery,David A. Adler,24,Realistic Fiction,,,
L,2|3,Miss Nelson Has a Field Day,Harry Allard,24,Realistic Fiction,,,
L,2|3,Picking Apples & Pumpkins,Amy & Richard Hutchings,24,Science, Nonfiction,,
L,2|3,Ricky Ricotta's Mighty Robot vs. the Uranium Unicorns from Uranus,Dav Pilkey,24,Science Fiction,,,
L,2|3,The Triple Rotten Day,Barbara Seuling,24,Realistic Fiction,,,
L,2|3,The Puppy Who Wanted a Boy,Jane Thayer,24,Fantasy,,,
L,2|3,Young Thurgood Marshall,Eric Carpenter,24,Biography, Historical,,
L,2|3,Chickens Aren't the Only Ones,Ruth Heller,24,Science, Nonfiction,,
L,2|3,"Happy Birthday, Martin Luther King",Jean Marzollo,24,Biography, Historical,,
L,2|3,Horrible Harry in Room 2B,Suzy Kline,24,Humor, Silliness,,
L,2|3,Miss Nelson Is Missing!,Harry Allard,24,Picture Book,,,
L,2|3,Spiders,Gail Gibbons,24,Science, Nonfiction,,
L,2|3,Cam Jansen and the Chocolate Fudge Mystery,David A. Adler,24,Mystery & Suspense,,,
L,2|3,Let's Read About... George Washington,Kimberly Weinberger,24,Biography, Historical,,
L,2|3,Our Earth,Anne Rockwell,24,Science, Nonfiction,,
L,2|3,"Stand Tall, Molly Lou Melon",Patty Lovell,24,Picture Book,,,
L,2|3,The Subway Mouse,Barbara Reid,24,Picture Book,,,
L,2|3,Tony Baloney,Pam Muñoz Ryan,24,Picture Book,,,
L,2|3,Whales Passing,Eve Bunting,24,Informational Narrative,,,
L,2|3,Worms for Lunch?,Leonid Gore,24,Picture Book,,,
L,2|3,"Amelia Bedelia, Rocket Scientist?",Herman Parish,24,Humor, Silliness,,
L,2|4,Ricky Ricotta's Mighty Robot vs. the Mecha–Monkeys from Mars,Dav Pilkey,24,Science Fiction,,,
M,2|4,I Hate English!,Ellen Levine,24,Realistic Fiction,,,
M,2|4,Save the Rain Forests,Allan Fowler,24,Science, Nonfiction,,
M,2|4,"Sound, Heat & Light: Energy at Work",Melvin H. Berger,24,Science, Nonfiction,,
M,2|4,Five True Horse Stories,Margaret Davidson,24,Short Stories,,,
M,2|4,Helping Paws,Melinda Luke,24,Early Chapter Book,,,
M,2|4,A Lincoln and Me,Louise W. Borden,24,Informational Narrative,,,
M,2|4,Tell Me How Much It Weighs,Shirley Willis,24,Science, Nonfiction,,
M,2|4,Turtles Take Their Time,Allan Fowler,24,Science, Nonfiction,,
M,2|4,What If You'd Met...Beethoven?,Carrie Mieko Myers,24,Interview,,,
M,2|4,The Journey of a Butterfly,Carolyn Scrace,24,Science, Nonfiction,,
M,2|4,"Alexander, Who's Not (Do You Hear Me? I Mean It!) Going to Move",Judith Viorst,24,Realistic Fiction,,,
M,2|4,The Case of the Food Fight,James Preller,24,Mystery & Suspense,,,
M,2|4,Dancing with the Indians,Angela Shelf Medearis,24,Rhyme, Rhyming Story,,
M,2|4,How a House Is Built,Gail Gibbons,24,Social Studies, Nonfiction,,
M,2|4,Ivy and Bean and the Ghost That Had to Go,Annie Barrows,24,Realistic Fiction,,,
M,2|4,A New Coat for Anna,Harriet Ziefert,24,Historical Fiction,,,
M,2|4,The Penguin and the Pea,Janet Perlman,24,Tales, Fairytale, Fractured, Modern
M,2|4,Stink the Incredible Shrinking Kid,Megan McDonald,24,Realistic Fiction,,,
M,2|4,Stuart Goes to School,Sara Pennypacker,24,Fantasy,,,
M,2|4,Vampires Don't Wear Polka Dots,Debbie Dadey,24,Mystery & Suspense,,,
M,2|4,The Art Lesson,Tomie dePaola,24,Picture Book,,,
M,2|4,A Chair for My Mother,Vera B. Williams,24,Realistic Fiction,,,
M,2|4,Cloudy With a Chance of Meatballs,Judi Barrett,24,Humor, Silliness,,
M,2|4,How Much Is a Million?,David M. Schwartz,24,Number, Counting Book,,
M,2|4,"Boy, Were We Wrong About Dinosaurs!",Kathleen V. Kudlinski,24,Science, Nonfiction,,
M,2|4,Baby Animals,Melvin & Gilda Berger,24,Science, Nonfiction,,
M,2|4,The Case of the Groaning Ghost,James Preller,24,Mystery & Suspense,,,
M,2|4,Class President,Louis Sachar,24,Realistic Fiction,,,
M,2|4,Flat Stanley,Jeff Brown,24,Humor, Silliness,,
M,2|4,Goldilocks and the Three Bears,James Marshall,24,Tales, Fairytale, Fractured, Modern
M,2|4,The Lamb Who Came for Dinner,Steve Smallman,24,Picture Book,,,
M,2|4,Miss Smith's Incredible Storybook,Michael Garland,24,Picture Book,,,
M,2|4,No Messin' With My Lesson,Nancy Krulik,24,Fantasy,,,
M,2|4,"Oh No, It's Robert",Barbara Seuling,24,Realistic Fiction,,,
M,2|4,Who Eats What?,Patricia Lauber,24,Science, Nonfiction,,
N,2|4,Becoming a Citizen,Sarah De Capua,28,Social Studies, Nonfiction,,
N,2|4,Constellations,Diane M. & Paul P. Sipiera,28,Science, Nonfiction,,
N,2|4,Hawks on the Clock,Julie Moriarty,28,Informational Narrative,,,
N,2|4,Let's Find Out About Money,Kathy Barabas,28,Social Studies, Nonfiction,,
N,2|4,Measuring Penny,Loreen Leedy,28,Math, Geometry,,
N,2|4,Special Olympics,Mike Kennedy,28,Sports, Nonfiction,,
N,2|4,Staying Healthy: Sleep and Rest,Alice B. McGinty,28,Science, Nonfiction,,
N,2|4,Tell Me How Far It Is,Shirley Willis,28,Science, Nonfiction,,
N,2|4,Wild Weather: Blizzards!,Lorraine Jean Hopping,28,Science, Nonfiction,,
N,2|4,Working at a TV Station,Gary W. Davis,28,Social Studies, Nonfiction,,
N,2|4,Alfie the Apostrophe,Moira Rose Donohue,28,Picture Book,,,
N,2|4,Fables,Arnold Lobel,28,Tales, Fairytale, Classic,
N,2|4,Frantastic Voyage,Jim Benton,28,Science Fiction,,,
N,2|4,Lion Dancer,Madeline Slovenz–Low,28,Social Studies, Nonfiction,,
N,2|4,Mice and Beans,Pam Muñoz Ryan,28,Picture Book,,,
N,2|4,Our Crazy Class Election,Timothy Roland,28,Realistic Fiction,,,
N,2|4,A Spy in the White House,Ron Roy,28,Mystery & Suspense,,,
N,2|4,Suitcase,Mildred Pitts Walter,28,Realistic Fiction,,,
N,2|4,Wonderful Alexander and the Catwings,Ursula K. Le Guin,28,Fantasy,,,
N,2|4,Zen Shorts,Jon J. Muth,28,Tales, Fable,,
N,2|4,26 Fairmount Avenue,Tomie dePaola,28,Autobiography, Memoir,,
N,2|4,Amber Brown Is Not a Crayon,Paula Danziger,28,Realistic Fiction,,,
N,2|4,Donavan's Word Jar,Monalisa DeGross,28,Early Chapter Book,,,
N,2|4,The Popcorn Book,Tomie dePaola,28,Social Studies, Nonfiction,,
N,2|4,Wild Weather: Hurricanes!,Lorraine Jean Hopping,28,Science, Nonfiction,,
N,2|4,#36 Blizzard of the Blue Moon,Mary Pope Osborne,28,Fantasy,,,
N,2|4,"Brand New School, Brave New Ruby",Derrick D. Barnes,28,Realistic Fiction,,,
N,2|4,Detective LaRue,Mark Teague,28,Journal, Diary, Letters,
N,2|4,I Lost My Tooth in Africa,Penda Diakité,28,Picture Book,,,
N,2|4,Lunch Walks Among Us,Jim Benton,28,Humor, Silliness,,
N,2|4,The Phantom Mudder,Darrel Odgers,28,Mystery & Suspense,,,
N,2|4,Sacajawea,Joyce Milton,28,Social Studies, Nonfiction,,
N,2|4,Why Mosquitoes Buzz in People's Ears,Verna Aardema,28,Tales, Folktale, African,
N,2|4,"You Can't Eat Your Chicken Pox, Amber Brown",Paula Danziger,28,Realistic Fiction,,,
N,2|4,Young Frederick Douglass,Andrew Woods,28,Biography, Historical,,
O,3|4,Abraham Lincoln,Keith Brandt,34,Biography, historical,,
O,3|4,The Amazing Book of Mammal Records,Samuel G. Woods,34,Science, Nonfiction,,
O,3|4,Growing Crystals,Ann O. Squire,34,Science, Nonfiction,,
O,3|4,James Monroe,Mike Venezia,34,Social Studies, Nonfiction,,
O,3|4,A Million Fish... More or Less,Patricia McKissack,34,Tales,,,
O,3|4,Mount St. Helens National Volcanic Monument,Sharlene & Ted Nelson,34,Science, Nonfiction,,
O,3|4,Plant Life,Peter Riley,34,Science, Nonfiction,,
O,3|4,Rosa Parks,Keith Brandt,34,Early Chapter Book,,,
O,3|4,"Squanto, Friend of the Pilgrims",Clyde Robert Bulla,34,Biography, Historical,,
O,3|4,Stargazers,Gail Gibbons,34,Science, Nonfiction,,
O,3|4,Amber Brown Is Green With Envy,Paula Danziger,34,Realistic Fiction,,,
O,3|4,"Angel Child, Dragon Child",Michele Maria Surat,34,Realistic Fiction,,,
O,3|4,"Can You Fly High, Wright Brothers?",Melvin & Gilda Berger,34,Biography, Science,,
O,3|4,Chocolate Fever,Robert Kimmel Smith,34,Science Fiction,,,
O,3|4,"Jake Drake, Know–It–All",Andrew Clements,34,Realistic Fiction,,,
O,3|4,Lost Treasure of the Emerald Eye,Geronimo Stilton,34,Humor, Silliness,,
O,3|4,The Patchwork Quilt,Valerie Flournoy,34,Realistic Fiction,,,
O,3|4,Pinduli,Janell Cannon,34,Tales,,,
O,3|4,Shark Lady,Ann McGovern,34,Biography,,,
O,3|4,The Talented Clementine,Sara Pennypacker,34,Realistic Fiction,,,
O,3|4,Class President,Johanna Hurwitz,34,Realistic Fiction,,,
O,3|4,The Emperor's Egg,Martin Jenkins,34,Picture Book,,,
O,3|4,The Legend of the Bluebonnet,Tomie dePaola,34,Tales, American Legend, Tall Tale,
O,3|4,The Story of Ruby Bridges,Robert Coles,34,Biography, Historical,,
O,3|4,Wiggling Worms at Work,Wendy Pfeffer,34,Science, Nonfiction,,
O,3|4,#2 Journey to the Volcano Palace,Tony Abbott,34,Fantasy,,,
O,3|4,Amelia Earhart,Francene Sabin,34,Early Chapter Book,,,
O,3|4,Anansi Does the Impossible,Verna Aardema,34,Tales, Trickster,,
O,3|4,Clementine,Sara Pennypacker,34,Realistic Fiction,,,
O,3|4,"Jake Drake, Teacher's Pet",Andrew Clements,34,Realistic Fiction,,,
O,3|4,John Philip Duck,Patricia Polacco,34,Historical Fiction,,,
O,3|4,A Mouse Called Wolf,Dick King–Smith,34,Fantasy,,,
O,3|4,Otis Spofford,Beverly Cleary,34,Humor, Silliness,,
O,3|4,"What's the Big Idea, Ben Franklin?",Jean Fritz,34,Biography, Historical,,
O,3|4,You Can't Taste a Pickle with Your Ear,Harriet Ziefert,34,Science, Nonfiction,,
P,3|4,Andrew Jackson,Mike Venezia,34,Social Studies, Nonfiction,,
P,3|4,A Drop of Water,Walter Wick,34,Science, Nonfiction,,
P,3|4,Heroes of the Revolution,David A. Adler,34,Biography, Historical,,
P,3|4,The Magic School Bus® Lost in the Solar System,Joanna Cole,34,Informational Narrative,,,
P,3|4,Sir Cumference and the Sword in the Cone,Cindy Neuschwander,34,Tales,,,
P,3|4,Snakes,Seymour Simon,34,Science, Nonfiction,,
P,3|4,Where Have All the Pandas Gone?,Melvin & Gilda Berger,34,Science, Nonfiction,,
P,3|4,Wilma Unlimited,Kathleen Krull,34,Biography, Sports,,
P,3|4,Eat Your Vegetables! Drink Your Milk!,Laura Silverstein Nunn,34,Science, Nonfiction,,
P,3|4,"What Makes You Cough, Sneeze, Burp, Hiccup, Blink, Yawn, Sweat, and Shiver?",Jean Stangl,34,Science, Nonfiction,,
P,3|4,Countdown to the Year 1000,Kate McMullan,34,Fantasy,,,
P,3|4,"Da Wild, Da Crazy, Da Vinci",Jon Scieszka,34,Science Fiction,,,
P,3|4,Helen Keller's Teacher,Margaret Davidson,34,Biography, Historical,,
P,3|4,Koya Delaney and the Good Girl Blues,Eloise Greenfield,34,Realistic Fiction,,,
P,3|4,The Magic School Bus® and the Science Fair Expedition,Joanna Cole,34,Informational Narrative,,,
P,3|4,La Mariposa,Francisco Jimenez,34,Realistic Fiction,,,
P,3|4,"The Nina, the Pinta, and the Vanishing Treasure",Jill Santopolo,34,Mystery & Suspense,,,
P,3|4,The Talking Eggs,Robert D. San Souci,34,Tales, Folktale, African,
P,3|4,Who Stole the Wizard of Oz?,Avi,34,Mystery & Suspense,,,
P,3|4,You Can't See Your Bones with Binoculars,Harriet Ziefert,34,Science, Nonfiction,,
P,3|4,The Magic School Bus® Inside the Earth,Joanna Cole,34,Informational Narrative,,,
P,3|4,Riding Freedom,Pam Muñoz Ryan,34,Novel,,,
P,3|4,Stone Fox,John Reynolds Gardiner,34,Realistic Fiction,,,
P,3|4,Clemente!,Willie Perdomo,34,Informational Narrative,,,
P,3|4,Coral Reefs,Jason Chin,34,Informational Narrative,,,
P,3|4,97 Ways to Train a Dragon,Kate McMullan,34,Fantasy,,,
P,3|4,Copper,Kazu Kibuishi,34,Comic, Graphic Novel,,
P,3|4,Gooseberry Park,Cynthia Rylant,34,Fantasy,,,
P,3|4,Happy Burger,Patrick Daley,34,Play, Screenplay,,
P,3|4,The Hunterman and the Crocodile,Baba Wagué Diakité,34,Tales, Folktale, African,
P,3|4,Knights of the Kitchen Table,Jon Scieszka,34,Science Fiction,,,
P,3|4,Kooks in the Cafeteria,Timothy Roland,34,Humor, Silliness,,
P,3|4,The Magic School Bus® Explores the Senses,Joanna Cole,34,Informational Narrative,,,
P,3|4,My First Book of Biographies,Jean Marzollo,34,Reference,,,
P,3|4,Tar Beach,Faith Ringgold,34,Fantasy,,,
Q,3|5,All About Sharks,Jim Arnosky,40,Science, Nonfiction,,
Q,3|5,All About Turtles,Jim Arnosky,40,Science, Nonfiction,,
Q,3|5,Copper,Salvatore Tocci,40,Science, Nonfiction,,
Q,3|5,Cut Down to Size at High Noon,Scott Sundby,40,Picture Book,,,
Q,3|5,Food Chain Frenzy,Anne Capeci,40,Informational Narrative,,,
Q,3|5,Hurricanes,Sandra Markle,40,Science, Nonfiction,,
Q,3|5,If You Lived at the Time of the Great San Francisco Earthquake,Ellen Levine,40,Social Studies, Nonfiction,,
Q,3|5,If You Lived With the Indians of the Northwest Coast,Anne Kamma,40,Social Studies, Nonfiction,,
Q,3|5,Oxygen,Salvatore Tocci,40,Science, Nonfiction,,
Q,3|5,Paul Revere,George Sullivan,40,Biography, Historical,,
Q,3|5,Abby Takes a Stand,Patricia C. McKissack,40,Historical Fiction,,,
Q,3|5,Bunnicula,Deborah & James Howe,40,Humor, Silliness,,
Q,3|5,Champ,Marcia Thornton Jones,40,Realistic Fiction,,,
Q,3|5,Just Juice,Karen Hesse,40,Realistic Fiction,,,
Q,3|5,The Life and Times of the Peanut,Charles Micucci,40,Science, Nonfiction,,
Q,3|5,"Mummies, Pyramids, and Pharaohs",Gail Gibbons,40,Social Studies, Nonfiction,,
Q,3|5,Oggie Cooder,Sarah Weeks,40,Realistic Fiction,,,
Q,3|5,Punished!,David Lubar,40,Humor, Silliness,,
Q,3|5,The Stonekeeper,Kazu Kibuishi,40,Fantasy,,,
Q,3|5,You Be the Detective,Marvin Miller,40,Realistic Fiction,,,
Q,3|5,Remember Me,Donald Soctomah,40,Biography, Historical,,
Q,3|5,Dear Mr. Henshaw,Beverly Cleary,40,Journal, Diary, Letters,
Q,3|5,Tales of a Fourth Grade Nothing,Judy Blume,40,Realistic Fiction,,,
Q,3|5,"Arctic Lights, Arctic Nights",Debbie S. Miller,40,Science, Nonfiction,,
Q,3|5,Island,Jason Chin,40,Science, Nonfiction,,
Q,3|5,All About Manatees,Jim Arnosky,40,Science, Nonfiction,,
Q,3|5,The Clue at the Bottom of the Lake,Kristiana Gregory,40,Mystery & Suspense,,,
Q,3|5,Finding the Titanic,Dr. Robert D. Ballard,40,Science, Nonfiction,,
Q,3|5,LaRue Across America,Mark Teague,40,Journal, Diary, Letters,
Q,3|5,Magic Pickle and the Planet of the Grapes,Scott Morse,40,Humor, Silliness,,
Q,3|5,Nothing Ever Happens on 90th Street,Roni Schotter,40,Realistic Fiction,,,
Q,3|5,Shrek!,William Steig,40,Tales, Fairytale, Fractured, Modern
Q,3|5,Stallion in Spooky Hallow,Ben M. Baglio,40,Realistic Fiction,,,
Q,3|5,"Stonekeeper's Curse, The",Kazu Kibuishi,40,Comic, Graphic Novel,,
Q,3|5,The Tale of Anton Brown and Grace Hopper,Caryn Hart,40,Play, Screenplay,,
R,4|5,Allergies,Laura Silverstein Nunn,40,Science, Nonfiction,,
R,4|5,"Can't You Make Them Behave, King George?",Jean Fritz,40,Biography, Historical,,
R,4|5,Food Chains,Peter Riley,40,Science, Nonfiction,,
R,4|5,George Washington,Mike Venezia,40,Social Studies, Nonfiction,,
R,4|5,The Great Fire,Jim Murphy,40,Social Studies, Nonfiction,,
R,4|5,John Quincy Adams,Mike Venezia,40,Social Studies, Nonfiction,,
R,4|5,"O, Say Can You See?",Sheila Keenan,40,Social Studies, Nonfiction,,
R,4|5,"Octopuses, Squids, and Cuttlefish",Trudi Strain Trueit,40,Science, Nonfiction,,
R,4|5,Thomas Jefferson,Mike Venezia,40,Social Studies, Nonfiction,,
R,4|5,Where Was Patrick Henry on the 29th of May?,Jean Fritz,40,Biography, Historical,,
R,4|5,Achoo!,Trudee Romanek,40,Science, Nonfiction,,
R,4|5,The Midnight Fox,Betsy Byars,40,Novel,,,
R,4|5,More Than Anything Else,Marie Bradby,40,Social Studies, Nonfiction,,
R,4|5,Pocahontas and the Strangers,Clyde Robert Bulla,40,Biography, Historical,,
R,4|5,The Report Card,Andrew Clements,40,Realistic Fiction,,,
R,4|5,Rules,Cynthia Lord,40,Realistic Fiction,,,
R,4|5,Trash Crisis on Earth,Alexander Stadler,40,Humor, Silliness,,
R,4|5,The Trumpet of the Swan,E. B. White,40,Fantasy,,,
R,4|5,Wackiest White House Pets,Gibbs Davis,40,Social Studies, Nonfiction,,
R,4|5,When Marian Sang,Pam Muñoz Ryan,40,Biography, Art or Music,,
R,4|5,Pocahontas,Kathleen Krull,40,Biography, Historical,,
R,4|5,A Warmer World,Caroline Arnold,40,Science, Nonfiction,,
R,4|5,Brian's Winter,Gary Paulsen,40,Realistic Fiction,,,
R,4|5,The Great Kapok Tree,Lynne Cherry,40,Environmental Fiction,,,
R,4|5,The Library Card,Jerry Spinelli,40,Short Stories,,,
R,4|5,Clarice Bean Spells Trouble,Lauren Child,40,Realistic Fiction,,,
R,4|5,The Dragon of Lonely Island,Rebecca Rupp,40,Fantasy,,,
R,4|5,Freedom Crossing,Margaret Goff Clark,40,Historical Fiction,,,
R,4|5,Invasion of the Relatives,Alexander Stadler,40,Humor, Silliness,,
R,4|5,Magic Pickle,Scott Morse,40,Humor, Silliness,,
R,4|5,Miracles on Maple Hill,Virginia Sorensen,40,Novel,,,
R,4|5,Owen & Mzee,Craig Hatkoff,40,Social Studies, Nonfiction,,
R,4|5,Sitting Down for Dr. King,Charles Ryder,40,Play, Screenplay,,
R,4|5,What to Do About Alice?,Barbara Kerley,40,Biography,,,
R,4|5,Who Cracked the Liberty Bell?,Connie & Peter Roop,40,Question and Answer Book,,,
S,4|5,Abraham Lincoln,George Sullivan,40,Biography, Historical,,
S,4|5,Christopher Columbus,Connie & Peter Roop,40,Biography, Historical,,
S,4|5,The Civil Rights Movement in America,Elaine Landau,40,Social Studies, Nonfiction,,
S,4|5,"Cuts, Scrapes, Scabs, and Scars",Laura Silverstein Nunn,40,Science, Nonfiction,,
S,4|5,Light and Color,Peter Riley,40,Science, Nonfiction,,
S,4|5,Thomas Edison,George Sullivan,40,Biography, Science,,
S,4|5,Valley Forge,Richard Ammon,40,Social Studies, Nonfiction,,
S,4|5,Wacky Trees,D. M. Souza,40,Science, Nonfiction,,
S,4|5,The Water Cycle,Trudi Strain Trueit,40,Science, Nonfiction,,
S,4|5,"What's Your Angle, Pythagoras?",Julie Ellis,40,Historical Fiction,,,
S,4|5,4 Kids in 5E and 1 Crazy Year,Virginia Frances Schwartz,40,Realistic Fiction,,,
S,4|5,Beethoven Lives Upstairs,Barbara Nichol,40,Historical Fiction,,,
S,4|5,Bluish,Virginia Hamilton,40,Realistic Fiction,,,
S,4|5,A Dog's Life,Ann M. Martin,40,Fantasy,,,
S,4|5,Granny Torrelli Makes Soup,Sharon Creech,40,Realistic Fiction,,,
S,4|5,In the Shade of the Níspero Tree,Carmen T. Bernier–Grand,40,Realistic Fiction,,,
S,4|5,Let It Begin Here! Lexington & Concord,Dennis Brindell Fradin,40,Social Studies, Nonfiction,,
S,4|5,The Million Dollar Shot,Dan Gutman,40,Realistic Fiction,,,
S,4|5,"Puppies, Dogs, and Blue Northers",Gary Paulsen,40,Autobiography, Memoir,,
S,4|5,Tru Confessions,Janet Tashjian,40,Realistic Fiction,,,
S,4|5,The Great Gilly Hopkins,Katherine Paterson,40,Realistic Fiction,,,
S,4|5,Salsa Stories,Lulu Delacre,40,Short Stories,,,
S,4|5,Louisa May's Battle,Kathleen Krull,40,Biography,,,
S,4|5,Survival at 120 Above,Debbie S. Miller,40,Science, Nonfiction,,
S,4|5,Thunder on the Plains,Ken Robbins,40,Social Studies, Nonfiction,,
S,4|5,Amelia Earhart,Sarah Stewart Taylor,40,Comic, Graphic Novel,,
S,4|5,Confessions of a Gym–Class Dropout,Patrick Daley,40,Play, Screenplay,,
S,4|5,The Dinosaurs of Waterhouse Hawkins,Barbara Kerley,40,Science, Nonfiction,,
S,4|5,From the Mixed–Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,40,Mystery & Suspense,,,
S,4|5,The Good Dog,Avi,40,Action, Adventure,,
S,4|5,The Houdini Box,Brian Selznick,40,Realistic Fiction,,,
S,4|5,Out of Darkness,Russell Freedman,40,Biography, Historical,,
S,4|5,Taking Sides,Gary Soto,40,Realistic Fiction,,,
S,4|5,When Women Played Baseball,Caryn Hart,40,Play, Screenplay,,
S,4|5,The Young Man and the Sea,Rodman Philbrick,40,Realistic Fiction,,,
T,4|6,Black Holes,Philip Steele,50,Science, Nonfiction,,
T,4|6,Enemies of Slavery,David A. Adler,50,Biography, Historical,,
T,4|6,Land Predators of North America,Erin Pembrey Swan,50,Science, Nonfiction,,
T,4|6,Life in the Rainforests,Lucy Baker,50,Social Studies, Nonfiction,,
T,4|6,Lightning,Seymour Simon,50,Science, Nonfiction,,
T,4|6,Lost Star,Patricia Lauber,50,Biography, Historical,,
T,4|6,A Picture of Freedom,Patricia C. McKissack,50,Journal, Diary, Letters,
T,4|6,"Seahorses, Pipefishes, and Their Kin",Sara Swan Miller,50,Science, Nonfiction,,
T,4|6,Volcanoes,Trudi Strain Trueit,50,Science, Nonfiction,,
T,4|6,Volcanoes and Earthquakes,Patricia Lauber,50,Science, Nonfiction,,
T,4|6,Navajo Long Walk,Nancy M. Armstrong,50,Historical Fiction,,,
T,4|6,"Amazing Life of Benjamin Franklin, The",James Cross Giblin,50,Biography, Historical,,
T,4|6,Chasing Vermeer,Blue Balliett,50,Realistic Fiction,,,
T,4|6,Dirty Tricks,Emily Rodda,50,Mystery & Suspense,,,
T,4|6,"Drita, My Homegirl",Jenny Lombard,50,Realistic Fiction,,,
T,4|6,Fair Weather,Richard Peck,50,Realistic Fiction,,,
T,4|6,Orphan Train Rider,Andrea Warren,50,Social Studies, Nonfiction,,
T,4|6,The Power of Un,Nancy Etchemendy,50,Science Fiction,,,
T,4|6,Replay,Sharon Creech,50,Realistic Fiction,,,
T,4|6,Something Upstairs,Avi,50,Supernatural,,,
T,4|6,"John, Paul, George & Ben",Lane Smith,50,Social Studies, Nonfiction,,
T,4|6,Bridge to Terabithia,Katherine Paterson,50,Realistic Fiction,,,
T,4|6,George vs. George,Rosalyn Schanzer,50,Social Studies, Nonfiction,,
T,4|6,Sounder,William H. Armstrong,50,Realistic Fiction,,,
T,4|6,What's Eating You?,Nicola Davies,50,Science, Nonfiction,,
T,4|6,Colonial Times,Joy Masoff,50,Social Studies, Nonfiction,,
T,4|6,The Dodgeball Chronicles,Frank Cammuso,50,Comic, Graphic Novel,,
T,4|6,It Only Looks Easy,Pamela Curtis Swallow,50,Realistic Fiction,,,
T,4|6,Life in the Oceans,Lucy Baker,50,Social Studies, Nonfiction,,
T,4|6,Mudshark,Gary Paulsen,50,Mystery & Suspense,,,
T,4|6,Sir Arthur Conan Doyle's The Red–Headed League,Caryn Hart,50,Play, Screenplay,,
T,4|6,Smile,Raina Telgemeier,50,Realistic Fiction,,,
T,4|6,Tracker,Gary Paulsen,50,Action, Adventure,,
T,4|6,The Word Eater,Mary Amato,50,Fantasy,,,
T,4|6,The Wright 3,Blue Balliett,50,Mystery & Suspense,,,
U,5,Freedom Train,Dorothy Sterling,50,Biography, Historical,,
U,5,The Challenger Disaster,Tim McNeese,50,Social Studies, Nonfiction,,
U,5,Count to a Million,Jerry Pallotta,50,Number, Counting Book,,
U,5,Remember the Ladies,Cheryl Harness,50,Social Studies, Nonfiction,,
U,5,11-Sep-01,Andrew Santella,50,Social Studies, Nonfiction,,
U,5,"Truth about Great White Sharks, The",Mary M. Cerullo,50,Science, Nonfiction,,
U,5,Under the Ocean,Paul Bennett,50,Science, Nonfiction,,
U,5,The Watsons Go to Birmingham—1963,Christopher Paul Curtis,50,Historical Fiction,,,
U,5,African Americans in the Thirteen Colonies,Deborah Kent,50,Social Studies, Nonfiction,,
U,5,The Life and Death of Stars,Kit Moser,60,Science, Nonfiction,,
U,5,The Adventures of Marco Polo,Russell Freedman,50,Social Studies, Nonfiction,,
U,5,All of the Above,Shelley Pearsall,50,Realistic Fiction,,,
U,5,Charlie Bone and the Invisible Boy,Jenny Nimmo,50,Fantasy,,,
U,5,Creepy Creatures,R. L. Stine,50,Horror, Thriller,,
U,5,Ginger Pye,Eleanor Estes,50,Realistic Fiction,,,
U,5,The Graduation of Jake Moon,Barbara Park,50,Realistic Fiction,,,
U,5,Heaven,Angela Johnson,50,Realistic Fiction,,,
U,5,Nothing But the Truth,Avi,50,Realistic Fiction,,,
U,5,The Tale of Despereaux,Kate DiCamillo,50,Fantasy,,,
U,5,Tangerine,Edward Bloor,50,Realistic Fiction,,,
U,5,"Bud, Not Buddy",Christopher Paul Curtis,50,Historical Fiction,,,
U,5,Ella Enchanted,Gail Carson Levine,50,Tales, Fairytale, Fractured, Modern
U,5,Knots in My Yo–yo String,Jerry Spinelli,50,Autobiography, Memoir,,
U,5,Rosa Parks,Jim Haskins,50,Autobiography, Memoir,,
U,5,Albert Einstein,Grace Norwich,50,Biography,,,
U,5,"BFG, The",Roald Dahl,50,Humor, Silliness,,
U,5,The Calder Game,Blue Balliett,50,Mystery & Suspense,,,
U,5,The Extraordinary Mark Twain (According to Susy),Barbara Kerley,50,Biography,,,
